payment_id,order_id,payment_type,payment_value,payment_date
636,636,Debit Card,661414.28,2024-02-27
637,637,Credit Card,669572.6,2024-01-25
638,638,Net Banking,935899.31,2025-12-15
639,639,Credit Card,630613.82,2024-02-13
640,640,Debit Card,981253.3,2026-08-30
641,641,UPI,374007.15,2024-05-20
642,642,Wallet,114779.5,2025-01-31
643,643,Wallet,403289.73,2025-02-09
644,644,Credit Card,428832.95,2024-10-23
645,645,Credit Card,275815.25,2026-01-01
646,646,UPI,161040.78,2024-03-10
647,647,UPI,337008.78,2024-02-06
648,648,Debit Card,177035.5,2025-05-18
649,649,Debit Card,476496.92,2024-03-23
650,650,UPI,157221.21,2025-06-05
651,651,Wallet,426576.92,2025-02-10
652,652,UPI,629640.12,2024-01-08
653,653,UPI,197916.48,2025-09-29
654,654,Cash on Delivery,183402.34,2025-01-18
655,655,UPI,818553.77,2026-05-04
656,656,Wallet,349269.16,2024-09-19
657,657,Credit Card,426551.51,2026-07-08
658,658,UPI,241977.84,2025-10-28
659,659,Net Banking,388530.1,2025-04-01
660,660,UPI,83581.62,2025-11-18
661,661,Net Banking,531652.33,2024-07-28
662,662,UPI,483456.01,2025-01-31
663,663,Credit Card,809449.29,2026-08-13
664,664,Wallet,462987.1,2026-02-16
665,665,Net Banking,448217.73,2024-11-01
666,666,Wallet,292943.04,2024-08-07
667,667,Cash on Delivery,37431.66,2024-11-06
668,668,Credit Card,30393.81,2025-10-25
669,669,UPI,487152.25,2026-06-30
670,670,UPI,66708.91,2024-08-10
671,671,Debit Card,559022.2,2024-01-13
672,672,Credit Card,421704.34,2026-05-31
673,673,Credit Card,1195432.23,2026-08-27
674,674,UPI,171240.42,2024-12-01
675,675,Wallet,35453.37,2025-09-08
676,676,Debit Card,22590.28,2025-05-18
677,677,Debit Card,132945.28,2024-10-19
678,678,Credit Card,392492.29,2026-05-27
679,679,Wallet,140573.96,2025-09-23
680,680,Net Banking,105048.08,2026-05-23
681,681,Net Banking,440890.2,2026-05-27
682,682,Wallet,170362.45,2026-08-10
683,683,Credit Card,885377.72,2025-01-25
684,684,Wallet,62215.36,2024-06-12
685,685,Debit Card,541848.32,2024-08-08
686,686,Credit Card,42132.28,2025-03-09
687,687,Cash on Delivery,362750.9,2024-03-18
688,688,Debit Card,258307.26,2024-01-23
689,689,Wallet,288888.86,2026-07-09
690,690,Credit Card,302261.16,2024-09-26
691,691,Debit Card,729700.38,2026-06-27
692,692,Net Banking,37856.5,2024-07-28
693,693,UPI,427668.43,2026-02-01
694,694,UPI,615546.3,2024-02-01
695,695,Net Banking,698992.6,2025-05-02
696,696,UPI,410107.22,2024-03-29
697,697,Wallet,712941.68,2026-06-09
698,698,Debit Card,44203.9,2025-07-24
699,699,Wallet,351193.08,2025-12-20
700,700,Cash on Delivery,315325.22,2026-01-18
701,701,Cash on Delivery,595597.21,2024-03-07
702,702,Wallet,452183.3,2024-01-31
703,703,Cash on Delivery,902093.51,2026-04-30
704,704,Debit Card,517667.49,2024-01-14
705,705,Debit Card,169103.4,2025-11-03
706,706,Wallet,90758.18,2026-06-16
707,707,Credit Card,534943.93,2026-01-06
708,708,Net Banking,1053396.02,2024-09-30
709,709,Wallet,440708.9,2026-06-11
710,710,UPI,225177.04,2025-04-03
711,711,Cash on Delivery,136968.04,2024-02-15
712,712,Debit Card,717229.84,2026-05-27
713,713,Debit Card,671308.03,2025-12-20
714,714,Debit Card,44841.1,2026-01-02
715,715,Credit Card,94002.12,2024-10-20
716,716,Net Banking,376971.28,2025-01-11
717,717,Debit Card,1048286.36,2025-07-11
718,718,Cash on Delivery,969264.92,2026-07-12
719,719,Credit Card,3005.26,2025-07-07
720,720,Net Banking,492299.37,2025-10-16
721,721,Cash on Delivery,758657.39,2025-08-17
722,722,Credit Card,668801.54,2024-12-21
723,723,Wallet,924024.18,2026-04-13
724,724,Wallet,424823.38,2025-05-21
725,725,Cash on Delivery,299306.82,2025-01-03
726,726,Debit Card,209878.92,2025-09-08
727,727,UPI,41498.24,2024-12-06
728,728,Cash on Delivery,231993.34,2025-04-22
729,729,UPI,250019.76,2026-06-01
730,730,Debit Card,486946.64,2024-02-13
731,731,Cash on Delivery,241585.35,2026-05-30
732,732,Cash on Delivery,471271.6,2025-09-05
733,733,Wallet,533379.37,2026-05-01
734,734,Debit Card,957744.19,2026-03-28
735,735,UPI,449988.5,2026-03-22
736,736,Credit Card,425958.32,2025-02-09
737,737,Credit Card,452346.48,2026-06-20
738,738,Credit Card,467364.8,2025-07-11
739,739,Credit Card,573966.35,2025-08-12
740,740,Debit Card,645293.62,2025-07-17
741,741,Cash on Delivery,1092541.05,2026-01-27
742,742,Debit Card,419710.62,2026-03-17
743,743,Cash on Delivery,957470.5,2024-11-29
744,744,Credit Card,92028.48,2025-01-17
745,745,Debit Card,214023.88,2025-06-19
746,746,Cash on Delivery,626841.64,2024-08-12
747,747,UPI,120621.41,2025-02-21
748,748,Wallet,326740.72,2024-08-19
749,749,Credit Card,104936.89,2024-06-08
750,750,Wallet,229921.11,2026-02-10
751,751,Wallet,120605.3,2026-07-03
752,752,Wallet,369756.06,2026-03-30
753,753,Debit Card,597503.31,2026-07-26
754,754,Wallet,237206.41,2024-11-09
755,755,Credit Card,206780.79,2024-11-06
756,756,Cash on Delivery,842692.93,2025-10-15
757,757,Cash on Delivery,412035.56,2024-07-14
758,758,UPI,183496.1,2024-10-29
759,759,Debit Card,82158.8,2026-04-27
760,760,UPI,218228.16,2024-03-09
761,761,Net Banking,133090.92,2024-05-01
762,762,Debit Card,621328.44,2025-11-08
763,763,UPI,609337.16,2025-09-03
764,764,Net Banking,859274.33,2025-01-18
765,765,Wallet,45045.86,2025-09-26
766,766,Wallet,76993.97,2025-10-12
767,767,Cash on Delivery,118978.86,2025-11-26
768,768,UPI,344773.24,2025-05-26
769,769,Cash on Delivery,704763.15,2024-09-18
770,770,Wallet,868712.49,2026-03-27
771,771,Wallet,361210.65,2026-02-27
772,772,Net Banking,833725.83,2025-08-24
773,773,Credit Card,736489.46,2026-08-29
774,774,Debit Card,378545.8,2024-01-28
775,775,Debit Card,8732.42,2025-05-14
776,776,Debit Card,104779.23,2025-05-01
777,777,Credit Card,531914.13,2024-03-25
778,778,Debit Card,344273.52,2026-01-02
779,779,Credit Card,156904.58,2025-04-10
780,780,Debit Card,542170.43,2024-09-04
781,781,Wallet,172525.84,2024-02-05
782,782,Wallet,697183.25,2026-03-06
783,783,Net Banking,301140.2,2024-08-09
784,784,Net Banking,1148161.44,2024-01-11
785,785,Net Banking,317251.2,2026-06-02
786,786,Net Banking,303502.9,2026-08-15
787,787,Debit Card,509885.71,2025-05-29
788,788,Debit Card,370890.9,2025-12-14
789,789,Debit Card,335358.01,2026-08-05
790,790,Cash on Delivery,11564.88,2024-02-19
791,791,Net Banking,5370.9,2025-12-15
792,792,Debit Card,239311.95,2026-07-12
793,793,Cash on Delivery,430905.86,2024-06-15
794,794,Credit Card,333750.33,2024-12-05
795,795,UPI,233623.88,2024-06-07
796,796,Debit Card,584353.62,2024-07-22
797,797,Net Banking,355591.29,2024-01-06
798,798,Debit Card,131621.24,2026-04-06
799,799,UPI,429823.16,2026-03-02
800,800,UPI,797663.56,2024-07-06
801,801,Net Banking,476873.12,2025-11-30
802,802,UPI,624976.97,2024-08-22
803,803,Net Banking,439708.37,2025-12-18
804,804,Cash on Delivery,120456.75,2024-04-13
805,805,Cash on Delivery,265380.01,2026-01-28
806,806,Cash on Delivery,747967.92,2025-07-30
807,807,Credit Card,169005.08,2025-01-10
808,808,Net Banking,80535.03,2024-01-22
809,809,Debit Card,206822.8,2025-12-11
810,810,Cash on Delivery,105424.14,2024-04-18
811,811,Net Banking,733549.5,2024-10-12
812,812,Credit Card,81410.69,2025-03-08
813,813,Wallet,452171.85,2024-09-26
814,814,Wallet,114238.8,2025-01-01
815,815,Net Banking,288707.52,2026-07-30
816,816,Debit Card,345374.27,2026-06-15
817,817,Debit Card,468645.51,2024-06-14
818,818,Credit Card,104903.5,2025-11-11
819,819,Net Banking,78670.62,2025-07-13
820,820,Net Banking,612055.72,2025-05-04
821,821,Cash on Delivery,237782.55,2025-11-03
822,822,Credit Card,60501.59,2024-04-28
823,823,Cash on Delivery,21323.33,2024-07-26
824,824,Debit Card,504892.38,2026-02-03
825,825,Wallet,20862.3,2025-01-15
826,826,Debit Card,526106.7,2024-01-13
827,827,Wallet,403661.94,2024-09-29
828,828,Net Banking,162238.95,2024-11-06
829,829,UPI,327417.54,2024-11-23
830,830,Cash on Delivery,498859.79,2025-05-06
831,831,UPI,357814.14,2025-11-10
832,832,Credit Card,983077.34,2024-08-07
833,833,UPI,348770.88,2025-07-20
834,834,UPI,160518.9,2026-05-29
835,835,Debit Card,758412.11,2025-11-14
836,836,UPI,667008.57,2024-05-28
837,837,Net Banking,290663.7,2025-05-04
838,838,Credit Card,217739.69,2025-08-02
839,839,Debit Card,109839.93,2026-02-10
840,840,Debit Card,617663.61,2025-01-05
841,841,Debit Card,382881.43,2024-09-25
842,842,Wallet,538479.8,2025-03-18
843,843,Credit Card,278533.85,2026-03-10
844,844,Cash on Delivery,289683.55,2025-11-18
845,845,Net Banking,413968.72,2025-02-04
846,846,UPI,227260.64,2026-06-06
847,847,UPI,406348.93,2024-05-10
848,848,Net Banking,96009.68,2026-03-20
849,849,UPI,922987.54,2025-10-23
850,850,Cash on Delivery,356765.14,2024-06-10
851,851,Cash on Delivery,18480.0,2024-10-21
852,852,Credit Card,545346.95,2025-03-19
853,853,Credit Card,520564.55,2024-03-08
854,854,Wallet,351444.55,2026-07-02
855,855,Wallet,83541.27,2025-10-18
856,856,Debit Card,305377.0,2025-02-06
857,857,Net Banking,339550.61,2026-04-06
858,858,UPI,156839.36,2024-11-06
859,859,Net Banking,57208.17,2024-11-30
860,860,Cash on Delivery,828903.34,2026-08-29
861,861,Credit Card,392776.21,2025-01-30
862,862,Net Banking,100320.84,2025-12-05
863,863,Credit Card,214683.41,2026-08-03
864,864,Debit Card,773061.08,2025-11-07
865,865,Wallet,289975.88,2025-04-25
866,866,UPI,258874.66,2025-05-16
867,867,Wallet,10483.01,2025-06-13
868,868,Net Banking,653790.56,2024-09-14
869,869,Debit Card,17438.92,2024-10-04
870,870,Credit Card,226249.55,2025-06-09
871,871,UPI,273723.36,2026-07-16
872,872,Wallet,133201.09,2025-08-02
873,873,Net Banking,217714.45,2024-11-09
874,874,UPI,320358.6,2025-06-14
875,875,Credit Card,345142.32,2024-09-27
876,876,Credit Card,222717.49,2025-11-05
877,877,Debit Card,411115.0,2026-06-30
878,878,UPI,59650.73,2026-02-27
879,879,Wallet,586162.17,2025-12-04
880,880,Credit Card,172742.15,2025-07-09
881,881,Wallet,590719.96,2026-03-28
882,882,Wallet,172596.0,2024-06-26
883,883,Wallet,243874.82,2026-06-16
884,884,Cash on Delivery,2390.25,2024-07-29
885,885,Debit Card,738828.9,2026-04-30
886,886,Credit Card,162834.26,2025-10-25
887,887,Wallet,15834.05,2024-09-08
888,888,Wallet,883723.78,2024-10-04
889,889,Cash on Delivery,230407.02,2025-07-04
890,890,Cash on Delivery,121428.3,2025-09-12
891,891,Cash on Delivery,89277.33,2025-01-20
892,892,Debit Card,392611.64,2024-01-04
893,893,Debit Card,472382.44,2026-08-14
894,894,Credit Card,321981.42,2025-04-10
895,895,Net Banking,177189.76,2025-08-20
896,896,Cash on Delivery,365473.8,2025-08-04
897,897,Cash on Delivery,439582.89,2024-02-22
898,898,Debit Card,350021.24,2025-05-16
899,899,Credit Card,218531.92,2025-03-23
900,900,Wallet,221719.93,2024-05-23
901,901,Credit Card,224479.04,2026-02-17
902,902,Net Banking,47185.88,2024-02-12
903,903,UPI,64575.76,2024-04-20
904,904,Net Banking,343104.24,2024-05-10
905,905,Cash on Delivery,50873.59,2026-01-30
906,906,Debit Card,321791.04,2024-02-10
907,907,Cash on Delivery,416255.74,2024-03-02
908,908,Net Banking,77605.14,2025-10-01
909,909,Wallet,119828.87,2025-03-16
910,910,Debit Card,889243.13,2025-09-25
911,911,Debit Card,384991.29,2024-09-30
912,912,Debit Card,484069.24,2026-05-10
913,913,Cash on Delivery,748038.08,2025-07-20
914,914,Wallet,466390.86,2024-08-13
915,915,Wallet,78977.34,2026-04-24
916,916,Debit Card,38694.28,2025-09-23
917,917,Wallet,48561.02,2024-04-03
918,918,Cash on Delivery,451629.4,2024-10-03
919,919,Debit Card,726378.37,2024-04-07
920,920,Net Banking,588098.2,2024-08-14
921,921,Wallet,157959.86,2024-06-18
922,922,Cash on Delivery,37513.7,2024-08-13
923,923,UPI,415012.72,2024-09-01
924,924,Credit Card,657493.59,2025-08-16
925,925,Net Banking,438873.59,2025-01-30
926,926,Wallet,503861.71,2024-04-12
927,927,Credit Card,207054.46,2025-12-30
928,928,Wallet,364460.23,2026-01-26
929,929,UPI,643620.09,2025-09-21
930,930,Net Banking,236677.76,2025-07-08
931,931,Wallet,1325527.56,2026-06-21
932,932,Debit Card,89416.16,2026-03-19
933,933,Wallet,347087.07,2024-11-25
934,934,Wallet,20303.69,2025-09-22
935,935,Wallet,391937.35,2025-09-13
936,936,Credit Card,410994.82,2025-12-21
937,937,Net Banking,60510.08,2025-12-16
938,938,Wallet,408547.25,2026-03-17
939,939,UPI,375982.8,2024-11-17
940,940,Cash on Delivery,335687.48,2024-09-11
941,941,Credit Card,328242.99,2024-08-24
942,942,Credit Card,188796.85,2025-04-25
943,943,Credit Card,748685.58,2026-08-15
944,944,Wallet,656834.83,2025-12-15
945,945,Debit Card,525892.4,2026-03-30
946,946,UPI,142544.04,2024-12-19
947,947,Credit Card,134447.19,2025-05-17
948,948,Credit Card,265059.6,2026-07-20
949,949,Cash on Delivery,83304.68,2024-09-18
950,950,Credit Card,48199.03,2025-01-10
951,951,Net Banking,587752.87,2025-05-05
952,952,Wallet,338907.98,2026-05-24
953,953,Credit Card,320270.18,2025-09-05
954,954,Net Banking,765905.92,2026-05-16
955,955,Net Banking,516712.76,2025-01-08
956,956,UPI,534035.11,2024-04-02
957,957,Net Banking,555141.57,2024-04-04
958,958,Net Banking,371330.64,2024-02-21
959,959,Debit Card,680488.94,2026-08-12
960,960,Wallet,512864.12,2024-10-27
961,961,UPI,48616.14,2024-10-12
962,962,Wallet,229574.06,2024-08-22
963,963,Debit Card,703082.42,2025-06-17
964,964,UPI,322766.35,2024-04-04
965,965,Debit Card,532648.64,2025-11-01
966,966,Wallet,512896.19,2026-06-06
967,967,Net Banking,488990.27,2024-10-22
968,968,Debit Card,414622.28,2025-03-09
969,969,Wallet,389866.32,2024-01-18
970,970,Debit Card,237181.13,2025-09-09
971,971,UPI,305170.44,2026-03-02
972,972,UPI,346996.27,2026-03-12
973,973,Credit Card,606419.44,2026-03-08
974,974,Cash on Delivery,680367.81,2025-01-12
975,975,Net Banking,19713.79,2025-06-30
976,976,Credit Card,1096292.56,2026-03-16
977,977,Cash on Delivery,33254.11,2024-06-24
978,978,UPI,570130.25,2026-04-12
979,979,UPI,433157.97,2026-07-05
980,980,UPI,836584.79,2024-06-20
981,981,Debit Card,213670.22,2026-05-16
982,982,UPI,65073.02,2025-09-15
983,983,Credit Card,475460.6,2026-03-12
984,984,Wallet,120751.68,2025-04-10
985,985,Credit Card,100744.74,2025-12-31
986,986,Cash on Delivery,192306.53,2025-09-12
987,987,Wallet,100573.2,2025-01-21
988,988,Cash on Delivery,15020.45,2025-04-16
989,989,Credit Card,469519.75,2025-11-24
990,990,UPI,465147.37,2025-07-08
991,991,Net Banking,684132.41,2025-06-21
992,992,Wallet,586870.5,2026-08-23
993,993,Debit Card,340064.52,2025-09-12
994,994,Wallet,739700.93,2026-02-06
995,995,Wallet,837385.93,2025-06-20
996,996,Debit Card,224643.95,2025-05-30
997,997,Cash on Delivery,102564.45,2026-04-04
998,998,Debit Card,576120.91,2025-09-06
999,999,Credit Card,696687.88,2024-11-01
1000,1000,Cash on Delivery,251781.43,2025-02-26
1001,1001,Wallet,507677.32,2025-01-17
1002,1002,Credit Card,1116685.5,2024-07-22
1003,1003,Net Banking,288016.33,2025-03-21
1004,1004,Net Banking,199153.2,2024-05-30
1005,1005,Net Banking,145672.34,2026-03-20
1006,1006,Net Banking,335242.0,2025-10-26
1007,1007,Debit Card,181663.49,2024-09-07
1008,1008,Credit Card,72735.68,2024-08-20
1009,1009,Credit Card,924976.78,2025-05-13
1010,1010,Cash on Delivery,595614.78,2025-04-21
1011,1011,Credit Card,15304.8,2025-04-19
1012,1012,Debit Card,311886.1,2024-02-22
1013,1013,Wallet,365391.98,2026-07-07
1014,1014,Debit Card,361973.1,2024-10-29
1015,1015,Credit Card,684588.87,2025-04-21
1016,1016,Credit Card,731741.47,2025-10-31
1017,1017,Wallet,607688.83,2025-09-04
1018,1018,Net Banking,372881.39,2025-06-08
1019,1019,Credit Card,77282.72,2026-08-14
1020,1020,Wallet,261558.68,2025-05-05
1021,1021,Credit Card,51587.02,2024-07-17
1022,1022,Wallet,70817.64,2024-06-18
1023,1023,Net Banking,173327.25,2024-05-29
1024,1024,Cash on Delivery,301757.68,2024-10-03
1025,1025,Credit Card,325072.54,2024-08-11
1026,1026,Cash on Delivery,78566.5,2024-01-25
1027,1027,Net Banking,85414.38,2026-03-28
1028,1028,Wallet,432209.5,2025-09-28
1029,1029,Cash on Delivery,272847.86,2024-02-22
1030,1030,Credit Card,953130.65,2024-05-06
1031,1031,UPI,373121.34,2025-05-14
1032,1032,Debit Card,374460.86,2024-02-07
1033,1033,UPI,147070.79,2026-01-16
1034,1034,UPI,390511.64,2024-03-09
1035,1035,UPI,891912.47,2026-08-13
1036,1036,Credit Card,364917.04,2025-11-07
1037,1037,Net Banking,192098.02,2026-01-09
1038,1038,UPI,211209.7,2024-05-25
1039,1039,Net Banking,447985.27,2024-04-05
1040,1040,Net Banking,227239.17,2025-02-07
1041,1041,Credit Card,284804.06,2024-11-06
1042,1042,UPI,545087.61,2024-07-18
1043,1043,Debit Card,296103.32,2025-03-03
1044,1044,Credit Card,12373.16,2024-06-04
1045,1045,Wallet,289674.15,2024-09-18
1046,1046,Wallet,388453.16,2024-01-01
1047,1047,Debit Card,722841.13,2026-05-29
1048,1048,Wallet,11691.32,2025-05-09
1049,1049,Cash on Delivery,196995.46,2025-04-24
1050,1050,Net Banking,49731.54,2026-08-05
1051,1051,Cash on Delivery,224125.89,2024-03-22
1052,1052,Wallet,530246.25,2026-07-09
1053,1053,Net Banking,350915.65,2025-01-16
1054,1054,Debit Card,178291.0,2024-09-21
1055,1055,Credit Card,569775.41,2026-06-29
1056,1056,Net Banking,281336.42,2024-12-04
1057,1057,UPI,426684.84,2025-06-23
1058,1058,Debit Card,315245.0,2026-05-05
1059,1059,Debit Card,42963.76,2025-11-29
1060,1060,Net Banking,557939.07,2026-03-07
1061,1061,Credit Card,485038.7,2026-04-14
1062,1062,UPI,501192.8,2024-10-05
1063,1063,UPI,730128.4,2024-11-03
1064,1064,Debit Card,396510.15,2025-02-18
1065,1065,Credit Card,420451.34,2024-11-03
1066,1066,UPI,89076.44,2024-04-19
1067,1067,Cash on Delivery,502484.52,2024-08-16
1068,1068,Cash on Delivery,5496.91,2026-06-20
1069,1069,Cash on Delivery,889893.42,2026-07-15
1070,1070,Credit Card,316234.65,2025-12-15
1071,1071,UPI,1101417.03,2025-02-26
1072,1072,Cash on Delivery,278491.21,2025-08-03
1073,1073,Net Banking,192728.67,2024-09-05
1074,1074,Credit Card,155274.5,2026-08-29
1075,1075,UPI,191871.81,2026-03-04
1076,1076,Wallet,485373.3,2024-02-28
1077,1077,Cash on Delivery,675150.4,2025-03-18
1078,1078,Debit Card,917518.95,2024-02-01
1079,1079,UPI,28601.65,2024-05-01
1080,1080,Net Banking,272890.14,2026-06-19
1081,1081,Cash on Delivery,350089.16,2025-02-09
1082,1082,Credit Card,724066.18,2025-03-16
1083,1083,Credit Card,665925.7,2024-09-06
1084,1084,Net Banking,339303.88,2024-12-10
1085,1085,Net Banking,294877.29,2025-08-30
1086,1086,Credit Card,75485.63,2024-04-13
1087,1087,UPI,66174.38,2026-01-25
1088,1088,Credit Card,649276.08,2025-03-14
1089,1089,Cash on Delivery,172758.54,2026-08-14
1090,1090,Net Banking,387085.6,2025-12-15
1091,1091,Credit Card,198552.13,2024-01-03
1092,1092,Debit Card,650944.5,2024-05-16
1093,1093,UPI,137979.25,2025-01-10
1094,1094,Wallet,158276.0,2026-04-26
1095,1095,Debit Card,762455.61,2025-08-08
1096,1096,Cash on Delivery,496882.59,2026-07-03
1097,1097,Debit Card,451743.52,2024-02-09
1098,1098,UPI,132923.95,2024-02-10
1099,1099,Credit Card,333390.88,2026-08-02
1100,1100,Wallet,46110.97,2026-07-07
1101,1101,Wallet,240076.13,2024-04-20
1102,1102,Net Banking,131766.24,2025-09-22
1103,1103,Wallet,523495.02,2026-05-01
1104,1104,Debit Card,269942.4,2024-03-07
1105,1105,Cash on Delivery,105265.34,2024-09-23
1106,1106,Wallet,126264.57,2025-12-17
1107,1107,Wallet,134306.12,2025-09-13
1108,1108,UPI,105787.24,2024-02-02
1109,1109,Cash on Delivery,276321.14,2025-11-11
1110,1110,Credit Card,422077.26,2026-04-09
1111,1111,Net Banking,398122.42,2025-06-05
1112,1112,Cash on Delivery,354013.64,2025-12-23
1113,1113,Wallet,473987.18,2026-04-06
1114,1114,UPI,486683.26,2026-05-17
1115,1115,UPI,927347.5,2024-08-03
1116,1116,Cash on Delivery,825468.2,2025-12-21
1117,1117,UPI,363397.85,2024-03-01
1118,1118,Net Banking,253100.49,2024-05-31
1119,1119,Credit Card,659625.21,2024-05-09
1120,1120,Credit Card,396914.8,2024-10-16
1121,1121,UPI,449020.13,2024-11-23
1122,1122,Cash on Delivery,663537.39,2025-05-08
1123,1123,Wallet,31162.8,2026-08-10
1124,1124,Wallet,212482.4,2025-11-18
1125,1125,Net Banking,165894.1,2024-11-05
1126,1126,UPI,626271.76,2026-07-06
1127,1127,Credit Card,478.11,2025-01-07
1128,1128,UPI,891676.41,2024-12-19
1129,1129,Cash on Delivery,365084.46,2026-05-11
1130,1130,Cash on Delivery,380655.77,2025-02-02
1131,1131,Debit Card,347257.3,2025-04-19
1132,1132,Debit Card,435002.39,2026-03-13
1133,1133,Credit Card,129515.49,2025-04-05
1134,1134,Credit Card,596381.81,2026-02-02
1135,1135,Cash on Delivery,420359.46,2025-11-05
1136,1136,Wallet,555944.49,2026-02-08
1137,1137,Wallet,594122.2,2024-07-07
1138,1138,Debit Card,163775.62,2024-06-17
1139,1139,Cash on Delivery,452867.85,2024-04-05
1140,1140,Net Banking,188572.8,2024-05-31
1141,1141,UPI,627525.45,2024-09-02
1142,1142,Credit Card,169829.8,2024-10-11
1143,1143,Credit Card,549790.47,2024-07-03
1144,1144,Credit Card,177842.6,2024-01-10
1145,1145,UPI,83798.45,2024-12-17
1146,1146,Debit Card,768789.15,2024-12-11
1147,1147,Cash on Delivery,404809.22,2026-03-01
1148,1148,Cash on Delivery,83554.3,2024-07-25
1149,1149,Cash on Delivery,36452.51,2025-11-27
1150,1150,Wallet,46660.12,2026-01-31
1151,1151,Net Banking,799481.29,2025-02-04
1152,1152,Debit Card,66318.74,2025-09-19
1153,1153,UPI,398689.99,2025-03-21
1154,1154,Net Banking,991668.71,2026-03-30
1155,1155,Debit Card,483072.58,2026-01-06
1156,1156,Net Banking,247162.2,2025-07-05
1157,1157,Cash on Delivery,334560.48,2024-02-15
1158,1158,UPI,246245.99,2025-02-21
1159,1159,Credit Card,25877.0,2026-03-21
1160,1160,Credit Card,573825.62,2026-06-18
1161,1161,Credit Card,178562.74,2026-07-25
1162,1162,UPI,528645.14,2024-08-24
1163,1163,Cash on Delivery,589015.27,2025-08-28
1164,1164,Cash on Delivery,445562.12,2024-11-03
1165,1165,Cash on Delivery,434023.39,2024-02-09
1166,1166,UPI,753556.24,2026-07-15
1167,1167,Net Banking,141937.74,2024-09-28
1168,1168,UPI,130509.74,2024-02-11
1169,1169,Cash on Delivery,67494.04,2025-04-05
1170,1170,Debit Card,128609.19,2025-03-16
1171,1171,UPI,101662.13,2026-04-01
1172,1172,Net Banking,276550.73,2026-04-13
1173,1173,Debit Card,244036.27,2025-03-02
1174,1174,UPI,186201.08,2026-01-20
1175,1175,Credit Card,463660.05,2026-03-17
1176,1176,Wallet,261482.21,2025-11-10
1177,1177,Debit Card,583807.57,2024-08-06
1178,1178,UPI,124592.03,2024-10-21
1179,1179,Credit Card,312253.6,2024-08-28
1180,1180,UPI,758968.75,2025-07-28
1181,1181,UPI,139407.16,2025-07-12
1182,1182,Net Banking,275978.1,2025-12-02
1183,1183,Cash on Delivery,337959.31,2025-10-24
1184,1184,Wallet,412782.24,2024-01-22
1185,1185,Cash on Delivery,33947.22,2026-02-06
1186,1186,Net Banking,25441.07,2025-11-04
1187,1187,Net Banking,235637.1,2025-03-01
1188,1188,Wallet,98755.3,2024-07-27
1189,1189,Debit Card,515999.25,2024-04-09
1190,1190,Cash on Delivery,386994.15,2024-11-12
1191,1191,Wallet,668514.57,2025-07-15
1192,1192,Net Banking,262334.11,2024-06-08
1193,1193,Debit Card,90916.32,2026-08-17
1194,1194,Debit Card,291818.82,2024-03-08
1195,1195,Wallet,787252.83,2026-02-15
1196,1196,Cash on Delivery,244861.36,2024-07-02
1197,1197,Debit Card,54056.64,2024-12-11
1198,1198,UPI,635977.57,2026-05-05
1199,1199,Cash on Delivery,125139.09,2025-06-07
1200,1200,Debit Card,517967.05,2025-09-21
1201,1201,Cash on Delivery,868158.75,2024-12-30
1202,1202,UPI,433460.83,2024-06-29
1203,1203,Debit Card,54823.1,2025-07-12
1204,1204,Debit Card,745422.96,2024-01-19
1205,1205,UPI,551072.79,2026-04-03
1206,1206,Debit Card,327016.0,2024-03-29
1207,1207,Cash on Delivery,410231.56,2024-05-29
1208,1208,Net Banking,86628.06,2026-04-14
1209,1209,Credit Card,835388.35,2025-05-05
1210,1210,Credit Card,812706.54,2025-10-08
1211,1211,Net Banking,41855.3,2026-05-23
1212,1212,Net Banking,137093.22,2025-03-18
1213,1213,Cash on Delivery,167460.54,2026-03-05
1214,1214,Debit Card,513996.67,2024-06-20
1215,1215,Wallet,241478.52,2025-05-10
1216,1216,Net Banking,218980.27,2025-12-15
1217,1217,Credit Card,255101.2,2024-08-20
1218,1218,Net Banking,506314.74,2026-07-23
1219,1219,Credit Card,612620.48,2026-02-28
1220,1220,Cash on Delivery,468849.31,2025-10-19
1221,1221,Net Banking,134091.24,2024-02-12
1222,1222,Debit Card,115071.64,2024-01-04
1223,1223,UPI,662018.09,2025-11-11
1224,1224,Cash on Delivery,630083.81,2024-12-12
1225,1225,UPI,85658.37,2024-01-08
1226,1226,Debit Card,266569.38,2025-04-19
1227,1227,Wallet,412814.0,2024-04-08
1228,1228,Credit Card,228158.4,2026-02-23
1229,1229,UPI,123020.22,2025-04-29
1230,1230,Debit Card,502248.69,2026-01-13
1231,1231,Credit Card,442274.44,2025-10-01
1232,1232,Wallet,209580.21,2026-05-05
1233,1233,Cash on Delivery,24069.08,2024-11-15
1234,1234,Debit Card,597512.32,2024-10-27
1235,1235,Wallet,525887.86,2024-02-26
1236,1236,Debit Card,459390.37,2024-05-20
1237,1237,UPI,15646.7,2025-01-23
1238,1238,Wallet,165046.1,2024-12-14
1239,1239,Wallet,502737.91,2025-06-27
1240,1240,Debit Card,628234.28,2024-11-11
1241,1241,Net Banking,519975.04,2024-01-24
1242,1242,Credit Card,535105.68,2024-12-01
1243,1243,UPI,15738.76,2026-06-09
1244,1244,Net Banking,1339911.45,2025-09-09
1245,1245,Net Banking,149996.0,2025-01-06
1246,1246,Debit Card,629629.13,2024-09-27
1247,1247,Wallet,248163.88,2026-06-28
1248,1248,Credit Card,374608.82,2024-08-05
