order_id,customer_id,order_date,status
905,1896,2026-01-30,shipped
906,420,2024-02-10,cancelled
907,1161,2024-03-02,delivered
908,692,2025-10-01,shipped
909,583,2025-03-16,delivered
910,452,2025-09-25,shipped
911,1540,2024-09-30,cancelled
912,725,2026-05-10,delivered
913,48,2025-07-20,delivered
914,1562,2024-08-13,delivered
915,1980,2026-04-24,delivered
916,1110,2025-09-23,delivered
917,329,2024-04-03,delivered
918,1258,2024-10-03,processing
919,256,2024-04-07,delivered
920,833,2024-08-14,delivered
921,1249,2024-06-18,cancelled
922,1880,2024-08-13,delivered
923,7,2024-09-01,shipped
924,892,2025-08-16,processing
925,1740,2025-01-30,delivered
926,476,2024-04-12,processing
927,837,2025-12-30,delivered
928,308,2026-01-26,cancelled
929,1743,2025-09-21,processing
930,48,2025-07-08,processing
931,421,2026-06-21,shipped
932,895,2026-03-19,cancelled
933,702,2024-11-25,delivered
934,1040,2025-09-22,delivered
935,906,2025-09-13,delivered
936,296,2025-12-21,delivered
937,1715,2025-12-16,shipped
938,345,2026-03-17,delivered
939,447,2024-11-17,delivered
940,562,2024-09-11,shipped
941,1841,2024-08-24,delivered
942,1798,2025-04-25,returned
943,1406,2026-08-15,delivered
944,1322,2025-12-15,delivered
945,1461,2026-03-30,delivered
946,1171,2024-12-19,delivered
947,42,2025-05-17,delivered
948,913,2026-07-20,delivered
949,896,2024-09-18,delivered
950,552,2025-01-10,cancelled
951,533,2025-05-05,delivered
952,449,2026-05-24,delivered
953,1060,2025-09-05,delivered
954,401,2026-05-16,delivered
955,782,2025-01-08,delivered
956,469,2024-04-02,shipped
957,326,2024-04-04,shipped
958,1133,2024-02-21,delivered
959,1076,2026-08-12,delivered
960,306,2024-10-27,delivered
961,893,2024-10-12,cancelled
962,381,2024-08-22,delivered
963,342,2025-06-17,delivered
964,1786,2024-04-04,shipped
965,1173,2025-11-01,processing
966,1786,2026-06-06,cancelled
967,361,2024-10-22,delivered
968,1930,2025-03-09,cancelled
969,484,2024-01-18,processing
970,401,2025-09-09,shipped
971,138,2026-03-02,delivered
972,1674,2026-03-12,delivered
973,255,2026-03-08,delivered
974,1559,2025-01-12,shipped
975,313,2025-06-30,cancelled
976,504,2026-03-16,delivered
977,1752,2024-06-24,processing
978,1052,2026-04-12,delivered
979,1034,2026-07-05,delivered
980,277,2024-06-20,delivered
981,320,2026-05-16,delivered
982,1765,2025-09-15,processing
983,1176,2026-03-12,delivered
984,504,2025-04-10,delivered
985,226,2025-12-31,delivered
986,1311,2025-09-12,processing
987,138,2025-01-21,delivered
988,589,2025-04-16,delivered
989,1004,2025-11-24,processing
990,1128,2025-07-08,shipped
991,1821,2025-06-21,delivered
992,1326,2026-08-23,delivered
993,1611,2025-09-12,delivered
994,1716,2026-02-06,delivered
995,515,2025-06-20,cancelled
996,342,2025-05-30,processing
997,259,2026-04-04,delivered
998,151,2025-09-06,returned
999,1725,2024-11-01,delivered
1000,1852,2025-02-26,delivered
1001,614,2025-01-17,delivered
1002,998,2024-07-22,processing
1003,442,2025-03-21,processing
1004,1537,2024-05-30,delivered
1005,1210,2026-03-20,processing
1006,287,2025-10-26,processing
1007,812,2024-09-07,delivered
1008,1845,2024-08-20,cancelled
1009,518,2025-05-13,delivered
1010,1460,2025-04-21,delivered
1011,420,2025-04-19,delivered
1012,1966,2024-02-22,delivered
1013,299,2026-07-07,shipped
1014,208,2024-10-29,delivered
1015,718,2025-04-21,cancelled
1016,1817,2025-10-31,cancelled
1017,160,2025-09-04,delivered
1018,1682,2025-06-08,delivered
1019,83,2026-08-14,returned
1020,1736,2025-05-05,delivered
1021,679,2024-07-17,delivered
1022,1038,2024-06-18,delivered
1023,208,2024-05-29,shipped
1024,1151,2024-10-03,delivered
1025,1044,2024-08-11,shipped
1026,761,2024-01-25,delivered
1027,685,2026-03-28,shipped
1028,711,2025-09-28,delivered
1029,754,2024-02-22,processing
1030,1200,2024-05-06,cancelled
1031,1554,2025-05-14,delivered
1032,1053,2024-02-07,shipped
1033,1123,2026-01-16,shipped
1034,1037,2024-03-09,returned
1035,315,2026-08-13,processing
1036,677,2025-11-07,shipped
1037,1499,2026-01-09,shipped
1038,295,2024-05-25,processing
1039,403,2024-04-05,shipped
1040,565,2025-02-07,delivered
1041,91,2024-11-06,delivered
1042,273,2024-07-18,delivered
1043,397,2025-03-03,processing
1044,1809,2024-06-04,delivered
1045,1164,2024-09-18,returned
1046,432,2024-01-01,returned
1047,335,2026-05-29,delivered
1048,1490,2025-05-09,processing
1049,449,2025-04-24,cancelled
1050,340,2026-08-05,shipped
1051,234,2024-03-22,shipped
1052,1663,2026-07-09,delivered
1053,1491,2025-01-16,processing
1054,1958,2024-09-21,delivered
1055,1123,2026-06-29,cancelled
1056,1520,2024-12-04,shipped
1057,669,2025-06-23,delivered
1058,1397,2026-05-05,shipped
1059,1066,2025-11-29,delivered
1060,1217,2026-03-07,cancelled
1061,464,2026-04-14,delivered
1062,990,2024-10-05,delivered
1063,1043,2024-11-03,delivered
1064,1484,2025-02-18,delivered
1065,1212,2024-11-03,processing
1066,528,2024-04-19,processing
1067,1137,2024-08-16,processing
1068,449,2026-06-20,returned
1069,951,2026-07-15,delivered
1070,202,2025-12-15,delivered
1071,744,2025-02-26,shipped
1072,859,2025-08-03,delivered
1073,167,2024-09-05,delivered
1074,986,2026-08-29,cancelled
1075,136,2026-03-04,delivered
1076,1822,2024-02-28,delivered
1077,1670,2025-03-18,delivered
1078,970,2024-02-01,delivered
1079,759,2024-05-01,delivered
1080,997,2026-06-19,returned
1081,1901,2025-02-09,delivered
1082,831,2025-03-16,processing
1083,587,2024-09-06,shipped
1084,338,2024-12-10,delivered
1085,670,2025-08-30,delivered
1086,170,2024-04-13,delivered
1087,1631,2026-01-25,delivered
1088,1107,2025-03-14,delivered
1089,190,2026-08-14,returned
1090,1655,2025-12-15,shipped
1091,106,2024-01-03,delivered
1092,67,2024-05-16,delivered
1093,1728,2025-01-10,shipped
1094,1881,2026-04-26,shipped
1095,1365,2025-08-08,delivered
1096,339,2026-07-03,delivered
1097,205,2024-02-09,returned
1098,169,2024-02-10,shipped
1099,1683,2026-08-02,delivered
1100,349,2026-07-07,delivered
1101,1005,2024-04-20,delivered
1102,597,2025-09-22,processing
1103,147,2026-05-01,shipped
1104,284,2024-03-07,delivered
1105,1746,2024-09-23,delivered
1106,1590,2025-12-17,delivered
1107,1017,2025-09-13,delivered
1108,582,2024-02-02,delivered
1109,694,2025-11-11,delivered
1110,969,2026-04-09,delivered
1111,1950,2025-06-05,delivered
1112,1339,2025-12-23,processing
1113,857,2026-04-06,cancelled
1114,1627,2026-05-17,delivered
1115,669,2024-08-03,delivered
1116,305,2025-12-21,delivered
1117,163,2024-03-01,delivered
1118,242,2024-05-31,delivered
1119,920,2024-05-09,delivered
1120,151,2024-10-16,processing
1121,1409,2024-11-23,delivered
1122,1472,2025-05-08,delivered
1123,252,2026-08-10,shipped
1124,1931,2025-11-18,delivered
1125,1204,2024-11-05,cancelled
1126,430,2026-07-06,delivered
1127,70,2025-01-07,delivered
1128,393,2024-12-19,delivered
1129,65,2026-05-11,processing
1130,517,2025-02-02,delivered
1131,1020,2025-04-19,shipped
1132,815,2026-03-13,shipped
1133,663,2025-04-05,delivered
1134,670,2026-02-02,returned
1135,865,2025-11-05,delivered
1136,1875,2026-02-08,delivered
1137,1434,2024-07-07,delivered
1138,1605,2024-06-17,returned
1139,852,2024-04-05,delivered
1140,686,2024-05-31,delivered
1141,288,2024-09-02,delivered
1142,1015,2024-10-11,cancelled
1143,1477,2024-07-03,delivered
1144,1579,2024-01-10,shipped
1145,1457,2024-12-17,processing
1146,764,2024-12-11,delivered
1147,989,2026-03-01,processing
1148,1027,2024-07-25,delivered
1149,681,2025-11-27,shipped
1150,1509,2026-01-31,delivered
1151,1088,2025-02-04,cancelled
1152,1210,2025-09-19,cancelled
1153,403,2025-03-21,processing
1154,1498,2026-03-30,delivered
1155,1975,2026-01-06,delivered
1156,595,2025-07-05,returned
1157,935,2024-02-15,delivered
1158,37,2025-02-21,delivered
1159,1977,2026-03-21,delivered
1160,1699,2026-06-18,delivered
1161,950,2026-07-25,cancelled
1162,1172,2024-08-24,cancelled
1163,1710,2025-08-28,delivered
1164,543,2024-11-03,cancelled
1165,1746,2024-02-09,processing
1166,1369,2026-07-15,delivered
1167,809,2024-09-28,delivered
1168,470,2024-02-11,delivered
1169,1683,2025-04-05,delivered
1170,5,2025-03-16,delivered
1171,156,2026-04-01,processing
1172,1097,2026-04-13,cancelled
1173,1925,2025-03-02,delivered
1174,1779,2026-01-20,processing
1175,1311,2026-03-17,delivered
1176,1230,2025-11-10,delivered
1177,1189,2024-08-06,delivered
1178,1132,2024-10-21,processing
1179,1752,2024-08-28,cancelled
1180,797,2025-07-28,shipped
1181,363,2025-07-12,shipped
1182,30,2025-12-02,delivered
1183,674,2025-10-24,delivered
1184,983,2024-01-22,delivered
1185,1907,2026-02-06,shipped
1186,347,2025-11-04,delivered
1187,527,2025-03-01,delivered
1188,874,2024-07-27,shipped
1189,741,2024-04-09,processing
1190,592,2024-11-12,returned
1191,1417,2025-07-15,shipped
1192,157,2024-06-08,cancelled
1193,1748,2026-08-17,delivered
1194,491,2024-03-08,processing
1195,1627,2026-02-15,cancelled
1196,1977,2024-07-02,delivered
1197,925,2024-12-11,delivered
1198,1569,2026-05-05,processing
1199,953,2025-06-07,delivered
1200,1369,2025-09-21,delivered
1201,171,2024-12-30,processing
1202,724,2024-06-29,delivered
1203,388,2025-07-12,cancelled
1204,1486,2024-01-19,cancelled
1205,1271,2026-04-03,returned
1206,1570,2024-03-29,returned
1207,333,2024-05-29,delivered
1208,1070,2026-04-14,shipped
1209,398,2025-05-05,returned
1210,1551,2025-10-08,delivered
1211,697,2026-05-23,delivered
1212,1550,2025-03-18,delivered
1213,1050,2026-03-05,processing
1214,435,2024-06-20,delivered
1215,1306,2025-05-10,processing
1216,1532,2025-12-15,delivered
1217,1526,2024-08-20,processing
1218,1913,2026-07-23,processing
1219,1142,2026-02-28,delivered
1220,660,2025-10-19,delivered
1221,1844,2024-02-12,delivered
1222,386,2024-01-04,delivered
1223,36,2025-11-11,cancelled
1224,1329,2024-12-12,delivered
1225,1716,2024-01-08,returned
1226,1766,2025-04-19,delivered
1227,1727,2024-04-08,delivered
1228,1150,2026-02-23,delivered
1229,279,2025-04-29,delivered
1230,1130,2026-01-13,processing
1231,246,2025-10-01,processing
1232,1611,2026-05-05,shipped
1233,504,2024-11-15,delivered
1234,872,2024-10-27,delivered
1235,219,2024-02-26,cancelled
1236,1362,2024-05-20,shipped
1237,1671,2025-01-23,returned
1238,575,2024-12-14,processing
1239,153,2025-06-27,delivered
1240,1021,2024-11-11,shipped
1241,834,2024-01-24,delivered
1242,584,2024-12-01,delivered
1243,191,2026-06-09,delivered
1244,1076,2025-09-09,delivered
1245,206,2025-01-06,delivered
1246,1997,2024-09-27,processing
1247,652,2026-06-28,delivered
1248,1181,2024-08-05,delivered
1249,162,2024-08-25,delivered
1250,638,2026-05-11,processing
1251,1546,2025-07-08,cancelled
1252,164,2026-04-11,shipped
1253,1916,2025-08-14,cancelled
1254,1119,2024-10-31,cancelled
1255,1348,2024-10-31,delivered
1256,827,2026-02-09,cancelled
1257,639,2026-07-29,cancelled
1258,191,2025-11-04,delivered
1259,1518,2024-02-23,delivered
1260,194,2026-08-29,cancelled
1261,9,2024-04-19,cancelled
1262,88,2025-04-25,processing
1263,832,2025-07-08,delivered
1264,326,2025-08-28,cancelled
1265,1834,2026-03-24,delivered
1266,685,2024-06-21,delivered
1267,1881,2025-08-05,shipped
1268,213,2025-10-07,processing
1269,964,2024-08-11,shipped
1270,260,2024-06-22,shipped
1271,1684,2026-06-03,shipped
1272,489,2025-02-21,delivered
1273,1072,2026-06-15,delivered
1274,1628,2026-01-17,processing
1275,385,2025-05-19,delivered
1276,122,2025-03-16,delivered
1277,1366,2025-02-01,delivered
1278,1081,2024-10-26,delivered
1279,829,2025-08-27,delivered
1280,1185,2024-10-21,delivered
1281,1263,2026-05-26,cancelled
1282,1448,2025-03-06,delivered
1283,1240,2025-05-24,delivered
1284,235,2025-02-19,delivered
1285,1530,2024-09-16,shipped
1286,1181,2024-07-07,processing
1287,1189,2024-05-02,returned
1288,510,2024-05-15,shipped
1289,473,2024-09-12,shipped
1290,1498,2024-03-14,shipped
1291,273,2024-08-11,delivered
1292,231,2025-08-11,delivered
1293,431,2026-01-04,delivered
1294,1426,2024-01-15,delivered
1295,700,2024-07-30,delivered
1296,302,2026-01-11,shipped
1297,253,2026-06-08,delivered
1298,842,2025-01-22,shipped
1299,1394,2024-10-08,delivered
1300,413,2026-05-28,shipped
1301,424,2025-02-02,delivered
1302,1782,2025-11-12,processing
1303,1357,2024-09-05,delivered
1304,1944,2024-10-07,delivered
1305,517,2024-01-04,delivered
1306,325,2024-03-03,processing
1307,1708,2024-03-02,shipped
1308,1074,2024-10-23,delivered
1309,227,2026-06-21,delivered
1310,581,2024-10-13,delivered
1311,1576,2024-01-15,delivered
1312,1562,2025-06-26,delivered
1313,931,2024-12-22,delivered
1314,460,2025-04-05,delivered
1315,1770,2024-10-09,processing
1316,1974,2025-02-03,delivered
1317,984,2024-08-13,delivered
1318,274,2024-01-18,processing
1319,1322,2025-05-12,delivered
1320,1943,2025-07-18,delivered
1321,1913,2024-05-28,delivered
1322,1478,2025-01-14,delivered
1323,1413,2024-04-11,delivered
1324,1349,2025-06-12,processing
1325,1529,2025-02-17,delivered
1326,1162,2026-06-25,delivered
1327,1841,2024-10-16,delivered
1328,501,2026-02-14,returned
1329,1908,2025-07-23,processing
1330,1177,2026-03-29,cancelled
1331,1888,2024-07-06,shipped
1332,1083,2024-01-04,delivered
1333,41,2024-12-01,processing
1334,1577,2025-07-21,delivered
1335,699,2024-01-02,delivered
1336,384,2024-04-21,shipped
1337,1477,2026-02-21,delivered
1338,1426,2026-04-03,delivered
1339,409,2025-10-05,delivered
1340,1725,2025-09-08,delivered
1341,731,2024-04-08,delivered
1342,1280,2024-07-19,cancelled
1343,666,2024-02-16,processing
1344,731,2025-04-27,processing
1345,1091,2024-12-07,delivered
1346,883,2025-07-29,delivered
1347,157,2024-04-15,delivered
1348,281,2024-08-24,delivered
1349,90,2024-07-28,delivered
1350,1096,2026-01-26,delivered
1351,1395,2025-07-15,delivered
1352,278,2024-08-14,shipped
1353,448,2025-01-14,delivered
1354,526,2024-01-12,cancelled
1355,838,2024-05-03,returned
1356,1317,2025-08-25,cancelled
1357,1830,2024-08-02,delivered
1358,1892,2024-08-30,shipped
1359,192,2026-04-04,delivered
1360,1226,2025-07-03,shipped
1361,1922,2026-02-18,delivered
1362,975,2025-12-06,delivered
1363,343,2025-11-04,processing
1364,1493,2024-01-07,cancelled
1365,1003,2026-04-16,returned
1366,1630,2025-02-25,cancelled
1367,205,2024-03-31,delivered
1368,470,2026-08-05,delivered
1369,1,2025-03-13,shipped
1370,1915,2024-12-31,processing
1371,1140,2025-12-13,delivered
1372,1514,2024-04-09,returned
1373,1171,2024-01-22,shipped
1374,395,2024-06-25,processing
1375,480,2026-01-25,delivered
1376,368,2024-07-19,processing
1377,405,2024-05-15,delivered
1378,126,2025-11-08,delivered
1379,1267,2024-05-17,delivered
1380,1487,2026-07-23,shipped
1381,751,2025-10-04,processing
1382,1559,2024-11-02,processing
1383,885,2024-06-06,shipped
1384,1708,2026-07-11,delivered
1385,775,2024-01-08,delivered
1386,72,2025-06-29,delivered
1387,1727,2026-07-03,delivered
1388,174,2026-02-21,delivered
1389,150,2024-06-06,delivered
1390,891,2024-08-22,shipped
1391,341,2024-09-29,shipped
1392,1462,2025-07-22,cancelled
1393,1088,2026-08-30,cancelled
1394,1212,2026-07-09,returned
1395,1200,2024-12-03,cancelled
1396,323,2026-04-28,returned
1397,1092,2025-11-07,delivered
1398,1954,2025-04-04,delivered
1399,1252,2026-05-06,processing
1400,572,2024-11-19,delivered
1401,439,2026-08-06,shipped
1402,1581,2026-05-05,delivered
1403,832,2024-10-29,delivered
1404,1097,2025-04-21,cancelled
1405,1792,2025-08-18,delivered
1406,1423,2024-05-09,cancelled
1407,471,2026-01-24,shipped
1408,1945,2026-05-27,delivered
1409,982,2025-02-08,cancelled
1410,1190,2025-12-30,shipped
1411,277,2024-02-24,delivered
1412,1104,2026-06-15,delivered
1413,259,2024-09-03,cancelled
1414,1042,2026-05-28,shipped
1415,1812,2024-03-16,delivered
1416,1132,2024-03-26,delivered
1417,1101,2024-04-05,delivered
1418,681,2025-07-16,delivered
1419,366,2024-02-15,delivered
1420,1742,2026-05-08,delivered
1421,1645,2026-03-19,delivered
1422,1304,2024-04-01,delivered
1423,1280,2025-03-28,delivered
1424,1477,2025-10-11,delivered
1425,1511,2026-02-17,delivered
1426,338,2025-11-28,delivered
1427,1736,2024-12-11,delivered
1428,1568,2024-01-12,processing
1429,1588,2025-11-11,shipped
1430,1768,2026-04-09,shipped
1431,172,2024-11-26,delivered
1432,1521,2026-04-07,shipped
1433,167,2024-03-25,shipped
1434,985,2026-04-04,delivered
1435,1605,2026-07-04,delivered
1436,761,2024-02-28,processing
1437,1533,2025-09-11,delivered
1438,307,2024-12-27,delivered
1439,1377,2024-04-27,processing
1440,1033,2025-10-23,delivered
1441,599,2024-09-24,delivered
1442,1118,2026-04-12,delivered
1443,1369,2025-08-13,delivered
1444,589,2025-05-17,delivered
1445,1573,2024-03-19,delivered
1446,1689,2026-02-20,delivered
1447,1274,2026-03-18,delivered
1448,778,2025-04-25,delivered
1449,891,2025-04-23,delivered
1450,1228,2024-02-20,delivered
1451,536,2026-06-26,delivered
1452,708,2025-10-13,delivered
1453,741,2026-01-11,delivered
1454,1086,2024-06-02,delivered
1455,1154,2024-05-05,delivered
1456,306,2026-03-27,delivered
1457,467,2024-11-25,delivered
1458,101,2025-01-09,delivered
1459,349,2026-03-14,delivered
1460,1495,2024-02-12,delivered
1461,81,2025-10-02,delivered
1462,833,2024-07-31,delivered
1463,1234,2026-05-26,shipped
1464,943,2025-09-24,delivered
1465,35,2026-03-01,shipped
1466,1304,2026-08-19,processing
1467,1077,2024-07-08,delivered
1468,125,2024-10-01,processing
1469,1901,2024-05-05,processing
1470,518,2026-05-04,delivered
1471,1824,2025-07-23,cancelled
1472,1513,2024-01-06,delivered
1473,1502,2024-09-21,returned
1474,1319,2024-06-30,delivered
1475,971,2025-05-25,cancelled
1476,510,2025-06-12,delivered
1477,1471,2026-02-21,delivered
1478,1327,2024-03-06,delivered
1479,497,2024-06-07,shipped
1480,290,2025-12-14,delivered
1481,1389,2024-10-29,shipped
1482,1069,2025-08-08,shipped
1483,1366,2026-01-18,delivered
1484,610,2024-06-11,delivered
1485,1802,2025-03-05,processing
1486,268,2025-01-12,shipped
1487,1731,2025-06-25,delivered
1488,214,2024-11-13,returned
1489,516,2024-03-25,delivered
1490,84,2026-04-21,delivered
1491,1937,2025-10-08,delivered
1492,727,2026-08-26,processing
1493,1552,2024-10-24,processing
1494,87,2024-07-10,delivered
1495,470,2026-01-08,shipped
1496,697,2025-07-10,shipped
1497,602,2024-07-15,returned
1498,1867,2026-01-16,delivered
1499,174,2025-04-26,delivered
1500,843,2026-03-22,delivered
1501,596,2025-06-09,delivered
1502,1669,2025-06-27,delivered
1503,1881,2024-01-24,processing
1504,1497,2024-04-21,delivered
1505,1139,2025-12-15,delivered
1506,366,2026-04-30,returned
1507,680,2026-01-12,returned
1508,954,2025-09-16,processing
1509,127,2025-11-20,shipped
1510,77,2024-10-23,shipped
1511,118,2026-05-23,delivered
1512,420,2026-07-27,delivered
1513,1987,2026-02-22,processing
1514,398,2026-04-28,delivered
1515,1203,2024-11-18,cancelled
1516,251,2025-02-08,shipped
1517,1653,2024-05-24,processing
1518,185,2024-04-06,shipped
1519,932,2025-06-22,delivered
1520,1800,2026-03-17,delivered
1521,99,2025-09-13,returned
1522,494,2025-08-30,delivered
1523,1391,2024-07-21,delivered
1524,276,2025-02-18,shipped
1525,463,2024-02-10,cancelled
1526,1751,2024-02-05,shipped
1527,1959,2024-03-26,cancelled
1528,1254,2026-02-18,delivered
1529,1554,2024-12-01,returned
1530,196,2025-04-17,returned
1531,1758,2025-02-20,processing
1532,1476,2026-06-03,delivered
1533,18,2024-01-11,cancelled
1534,428,2026-04-20,delivered
1535,1661,2024-01-31,delivered
1536,686,2026-03-08,delivered
1537,1126,2024-05-10,processing
1538,1073,2026-08-04,delivered
1539,1410,2025-01-21,delivered
1540,1305,2025-12-20,delivered
1541,1494,2024-10-17,processing
1542,1221,2024-05-02,returned
1543,1860,2025-03-01,cancelled
1544,1807,2025-09-27,shipped
1545,803,2025-01-11,shipped
1546,709,2024-05-17,cancelled
1547,157,2024-11-14,shipped
1548,1656,2024-05-06,cancelled
1549,1310,2026-03-01,delivered
1550,223,2025-07-06,delivered
1551,474,2025-02-10,delivered
1552,703,2026-05-08,delivered
1553,286,2026-02-13,returned
1554,399,2024-06-23,processing
1555,323,2026-08-22,delivered
1556,1233,2025-06-01,delivered
1557,492,2025-04-07,delivered
1558,692,2025-03-04,delivered
1559,523,2026-08-14,delivered
1560,1528,2026-05-27,shipped
1561,267,2025-06-16,delivered
1562,1927,2026-02-04,delivered
1563,752,2025-10-07,delivered
1564,1623,2024-12-11,delivered
1565,1917,2025-02-08,delivered
1566,1979,2026-03-20,shipped
1567,1064,2025-12-11,delivered
1568,1529,2024-05-11,delivered
1569,1734,2024-01-19,cancelled
1570,1934,2024-07-16,cancelled
1571,114,2025-06-16,cancelled
1572,740,2025-02-03,delivered
1573,1245,2024-03-31,processing
1574,1563,2024-01-28,delivered
1575,1403,2025-04-11,delivered
1576,1926,2026-02-02,delivered
1577,1952,2024-06-28,processing
1578,521,2026-07-08,delivered
1579,107,2026-04-17,delivered
1580,1127,2024-07-06,delivered
1581,223,2025-05-12,shipped
1582,994,2025-03-10,processing
1583,1320,2026-07-13,delivered
1584,432,2025-06-21,processing
1585,595,2026-02-06,returned
1586,238,2024-09-04,delivered
1587,1136,2024-01-06,processing
1588,917,2026-03-09,delivered
1589,612,2024-08-31,delivered
1590,1367,2026-07-23,delivered
1591,1831,2025-06-25,delivered
1592,95,2024-08-05,delivered
1593,767,2025-09-21,shipped
1594,110,2024-04-14,shipped
1595,925,2025-12-08,shipped
1596,1241,2026-04-21,delivered
1597,755,2025-08-01,delivered
1598,133,2026-04-02,delivered
1599,1176,2024-07-05,cancelled
1600,1464,2025-04-08,returned
1601,1194,2026-04-06,delivered
1602,1549,2025-09-04,shipped
1603,1278,2026-08-23,shipped
1604,1571,2025-10-01,delivered
1605,770,2026-06-09,processing
1606,608,2026-04-30,delivered
1607,1239,2026-02-16,shipped
1608,1495,2025-11-23,shipped
1609,1750,2025-04-12,delivered
1610,1070,2024-10-29,delivered
1611,1605,2025-01-09,delivered
1612,1305,2026-09-01,delivered
1613,301,2024-12-04,delivered
1614,603,2024-01-22,processing
1615,1818,2024-11-13,delivered
1616,1623,2026-05-27,delivered
1617,359,2026-06-30,delivered
1618,379,2026-05-09,processing
1619,1679,2024-08-16,delivered
1620,290,2026-03-05,returned
1621,828,2025-07-31,delivered
1622,1921,2024-02-26,delivered
1623,1433,2024-01-24,returned
1624,969,2024-06-07,delivered
1625,242,2025-04-13,processing
1626,1992,2026-07-02,delivered
1627,906,2024-06-27,shipped
1628,634,2025-07-29,cancelled
1629,1484,2024-08-21,delivered
1630,452,2024-11-29,shipped
1631,1234,2026-07-18,delivered
1632,500,2026-07-09,returned
1633,284,2025-11-04,cancelled
1634,1551,2024-01-18,processing
1635,584,2026-04-27,delivered
1636,706,2025-02-21,cancelled
1637,242,2024-05-25,cancelled
1638,1160,2025-09-16,delivered
1639,62,2025-07-16,processing
1640,1606,2024-05-30,delivered
1641,1563,2025-01-02,delivered
1642,301,2025-03-20,shipped
1643,192,2026-03-13,delivered
1644,1174,2025-01-22,delivered
1645,1291,2024-03-15,cancelled
1646,444,2024-01-16,delivered
1647,1657,2025-03-12,delivered
1648,1702,2025-12-03,cancelled
1649,1570,2024-07-13,processing
1650,643,2025-08-08,delivered
1651,1892,2026-02-07,delivered
1652,1728,2024-07-15,processing
1653,817,2025-07-08,delivered
1654,1204,2026-03-26,processing
1655,1741,2025-06-05,delivered
1656,1842,2024-02-11,processing
1657,1706,2024-06-17,delivered
1658,459,2024-01-02,delivered
1659,1746,2025-06-10,delivered
1660,801,2026-07-18,cancelled
1661,129,2024-02-26,delivered
1662,1564,2025-01-31,delivered
1663,154,2024-03-24,shipped
1664,1668,2025-09-18,delivered
1665,1986,2026-04-23,processing
1666,99,2026-08-26,delivered
1667,1081,2024-02-27,shipped
1668,572,2024-03-23,delivered
1669,1243,2024-03-15,processing
1670,659,2024-02-25,delivered
1671,1585,2024-06-30,processing
1672,1069,2024-07-19,cancelled
1673,1945,2025-03-29,shipped
1674,1285,2024-05-27,delivered
1675,755,2024-08-13,shipped
1676,554,2024-01-18,cancelled
1677,903,2025-03-29,delivered
1678,801,2024-06-15,delivered
1679,1932,2025-04-04,cancelled
1680,1487,2025-02-16,processing
1681,844,2025-11-18,delivered
1682,281,2024-12-18,delivered
1683,1636,2024-04-04,shipped
1684,1008,2026-01-12,shipped
1685,972,2026-08-02,delivered
1686,98,2024-06-13,delivered
1687,1910,2025-09-08,delivered
1688,1593,2024-09-26,delivered
1689,1919,2025-06-20,shipped
1690,539,2024-03-09,returned
1691,407,2024-07-26,delivered
1692,183,2026-08-17,delivered
1693,1908,2024-11-17,delivered
1694,1906,2024-06-24,delivered
1695,1876,2025-02-14,delivered
1696,1116,2026-08-07,delivered
1697,22,2024-07-28,processing
1698,1842,2026-07-18,delivered
1699,209,2024-03-21,shipped
1700,1,2025-01-23,delivered
1701,1537,2025-03-08,delivered
1702,1052,2025-11-16,delivered
1703,958,2025-05-22,delivered
1704,2000,2024-12-19,delivered
1705,390,2024-08-11,delivered
1706,1826,2025-11-14,delivered
1707,629,2024-09-27,delivered
1708,1487,2024-06-21,processing
1709,662,2024-02-18,delivered
1710,811,2024-10-28,delivered
1711,1993,2026-04-17,delivered
1712,565,2024-10-18,returned
1713,485,2025-04-07,delivered
1714,513,2026-05-01,delivered
1715,964,2025-07-01,delivered
1716,291,2026-07-15,delivered
1717,1620,2025-05-26,shipped
1718,349,2026-07-26,delivered
1719,29,2026-05-03,delivered
1720,189,2026-06-18,delivered
1721,1681,2025-08-26,delivered
1722,374,2024-04-14,shipped
1723,535,2025-06-15,cancelled
1724,860,2024-06-24,delivered
1725,697,2026-01-22,processing
1726,1607,2026-01-18,shipped
1727,897,2024-08-27,processing
1728,1775,2026-04-26,delivered
1729,1685,2025-07-06,delivered
1730,236,2026-05-18,delivered
1731,1114,2025-11-28,returned
1732,837,2024-01-30,delivered
1733,1173,2026-02-07,delivered
1734,1514,2024-01-24,delivered
1735,1440,2025-08-25,delivered
1736,1304,2025-03-14,delivered
1737,1899,2024-05-01,delivered
1738,1434,2024-03-03,delivered
1739,1922,2025-05-23,delivered
1740,830,2025-06-14,processing
1741,301,2026-05-30,processing
1742,748,2026-02-21,delivered
1743,1108,2024-05-27,delivered
1744,1722,2024-06-24,delivered
1745,1289,2024-12-23,delivered
1746,327,2024-03-29,returned
1747,1391,2026-06-13,shipped
1748,31,2026-03-06,delivered
1749,917,2026-08-17,delivered
1750,543,2025-02-18,delivered
1751,1501,2024-03-15,delivered
1752,1578,2026-08-17,delivered
1753,1169,2024-05-22,delivered
1754,815,2025-04-12,processing
1755,1956,2024-02-10,delivered
1756,1095,2026-03-02,shipped
1757,482,2025-03-16,shipped
1758,1110,2024-10-22,processing
1759,1778,2024-01-17,returned
1760,260,2026-07-02,cancelled
1761,1743,2024-12-04,processing
1762,1949,2025-09-11,shipped
